round,client,loss,accuracy,Normal,DDoS_UDP,DDoS_ICMP,Ransomware,DDoS_HTTP,DDoS_TCP,Vulnerability_scanner,MITM,zkp_rejected,krum_selected,krum_detected_byzantine,dp_epsilon_spent,round_time_s
16,7,0.423444,0.853693,0.823199,0.824561,1.000000,0.767937,0.519685,0.941692,0.698260,0.873294,0,1,0,N/A,0.00
16,8,0.200008,0.937392,0.709343,0.897366,0.998100,0.974502,0.996399,0.932523,0.464646,0.823328,0,1,0,N/A,0.00
16,9,0.264916,0.907128,0.948148,0.030769,0.999228,0.931236,0.819277,0.835655,0.663636,0.903226,0,1,0,N/A,0.00
16,10,0.252859,0.924202,0.783819,0.793452,0.989899,0.978327,0.987701,0.943843,0.258621,0.870647,0,1,0,N/A,0.00
16,MEAN,0.243461,0.919908,0.730098,0.706280,0.998335,0.835340,0.924831,0.859545,0.546851,0.854039,0,6,1.0000,14.9942,2661.84
17,1,0.462700,0.883823,0.644934,0.457831,0.998756,0.486091,0.981613,0.892144,0.879186,0.787456,0,0,1,N/A,0.00
17,2,0.308789,0.908189,0.914829,0.716698,1.000000,0.956114,0.964509,0.867025,0.677741,0.922350,0,0,1,N/A,0.00
17,3,0.314009,0.916853,0.068768,0.878774,0.999436,0.726872,0.987853,0.876002,0.888218,0.850271,0,0,0,N/A,0.00
17,4,0.207863,0.932292,0.948148,0.721821,0.996016,0.933249,0.996678,0.469880,0.721003,0.934595,0,1,0,N/A,0.00
17,5,0.145812,0.965398,0.141129,0.842105,0.999024,0.963057,0.997710,0.897966,0.204724,0.569697,0,0,0,N/A,0.00
17,6,0.185638,0.942183,0.739910,0.883092,0.999296,0.862888,0.997368,0.822957,0.847503,0.848793,0,1,0,N/A,0.00
17,7,0.549389,0.855407,0.679818,0.809806,1.000000,0.860080,0.519685,0.893626,0.877406,0.878453,0,1,0,N/A,0.00
17,8,0.374155,0.899154,0.488318,0.868526,0.998483,0.938808,0.996139,0.876306,0.529801,0.807662,0,1,0,N/A,0.00
17,9,0.202100,0.932539,0.947067,0.039474,0.999614,0.954717,0.819277,0.847896,0.825455,0.932161,0,1,0,N/A,0.00
17,10,0.540449,0.868457,0.622552,0.784772,0.980000,0.947421,0.987430,0.889122,0.285714,0.832073,0,1,0,N/A,0.00
17,MEAN,0.329090,0.910429,0.619547,0.700290,0.997062,0.862930,0.924826,0.833292,0.673675,0.836351,0,6,1.0000,14.9942,2945.73
18,1,0.196329,0.945209,0.791735,0.769231,0.999586,0.672234,0.981930,0.960747,0.926600,0.872428,0,0,1,N/A,0.00
18,2,0.261107,0.916420,0.936776,0.723077,1.000000,0.955326,0.964509,0.918125,0.681250,0.896022,0,0,1,N/A,0.00
18,3,0.209289,0.936877,0.139942,0.877956,0.999647,0.810000,0.988407,0.917638,0.917578,0.854004,0,0,0,N/A,0.00
18,4,0.254074,0.916774,0.952251,0.691128,1.000000,0.932225,0.996817,0.293160,0.756447,0.914585,0,1,0,N/A,0.00
18,5,0.073617,0.979193,0.251799,0.897467,0.999487,0.963386,0.998396,0.955141,0.161491,0.696970,0,0,0,N/A,0.00
18,6,0.169863,0.945084,0.853470,0.868738,0.999765,0.890173,0.997607,0.822635,0.889454,0.846001,0,1,0,N/A,0.00
18,7,0.306953,0.910564,0.815018,0.832740,1.000000,0.918986,0.519685,0.948828,0.922484,0.873077,0,1,0,N/A,0.00
18,8,0.247924,0.921485,0.686179,0.861430,0.998104,0.942510,0.995881,0.921932,0.494382,0.820470,0,1,0,N/A,0.00
18,9,0.218279,0.925793,0.956268,0.035088,1.000000,0.954721,0.829268,0.843305,0.841216,0.911187,0,1,0,N/A,0.00
